CIMIS Station Number,Date of Image,"Description of Turf (good, poor, bad)",Area of green lawn immediately around station (m2),Maximum amount of green lawn (m2),Notes,"Use 360 Meter Polygon = 45 m around point of interest.360 is 8,100meters^2",,,,,,Total area of lawn surrounding station (m2)
254,02/2014,good,7533,8100,,,,,,,,
254,03/2014,good,7290,8100,,,,,,,,
254,04/2014,good,7290,8100,,,,,,,,
254,06/2014,poor,6966,8100,,,,,,,,
254,05/2015,poor,6966,8100,,,,,,,,
254,06/2015,NA,NA,8100,,,,,,,,
254,09/2015,good,7290,8100,,,,,,,,
254,10/2015,poor,6885,8100,,,,,,,,
254,05/2016,NA,NA,8100,,,,,,,,
254,03/2017,good,7857,8100,,,,,,,,
254,06/2017,good,7290,8100,,,,,,,,
254,09/2017,poor,6885,8100,,,,,,,,
254,10/2017,NA,NA,8100,,,,,,,,
254,04/2018,good,7776,8100,,,,,,,,
254,10/2018,good,7695,8100,,,,,,,,
254,06/2019,poor,6966,8100,,,,,,,,
254,02/2020,good,7452,8100,,,,,,,,
254,03/2020,NA,NA,8100,,,,,,,,
254,04/2020,NA,NA,8100,,,,,,,,
254,06/2020,NA,NA,8100,,,,,,,,
254,07/2020,poor,6966,8100,,,,,,,,
254,08/2020,poor,6966,8100,,,,,,,,
254,02/2021,good,7614,8100,,,,,,,,
254,08/2021,poor,6804,8100,,,,,,,,
254,02/2022,good,7857,8100,,,,,,,,
254,04/2022,poor,6966,8100,,,,,,,,
254,05/2022,NA,NA,8100,,,,,,,,
254,06/2022,NA,NA,8100,,,,,,,,
254,04/2023,NA,NA,8100,,,,,,,,
178,03/2003,NA,NA,8100,,,,,,,,
178,04/2023,NA,NA,8100,,,,,,,,
178,07/2003,NA,NA,8100,,,,,,,,
178,12/2003,poor,6723,8100,,,,,,,,
178,02/2004,poor,6723,8100,,,,,,,,
178,07/2004,NA,NA,8100,,,,,,,,
178,05/2005,good,7695,8100,,,,,,,,
178,08/2005,NA,NA,8100,,,,,,,,
178,10/2005,NA,NA,8100,,,,,,,,
178,12/2005,good,7695,8100,,,,,,,,
178,08/2006,NA,NA,8100,,,,,,,,
178,02/2007,NA,NA,8100,,,,,,,,
178,06/2007,good,7776,8100,,,,,,,,
178,11/2007,NA,NA,8100,,,,,,,,
178,04/2008,good,7857,8100,,,,,,,,
178,09/2008,poor,6318,8100,,,,,,,,
178,10/2008,bad,5265,8100,,,,,,,,
178,06/2009,NA,NA,8100,,,,,,,,
178,08/2009,good,7614,8100,,,,,,,,
178,09/2009,NA,NA,8100,,,,,,,,
178,10/2009,good,7452,8100,,,,,,,,
178,06/2010,NA,NA,8100,,,,,,,,
178,09/2010,NA,NA,8100,,,,,,,,
178,04/2011,NA,NA,8100,,,,,,,,
178,06/2011,good,7533,8100,,,,,,,,
178,07/2011,good,7533,8100,,,,,,,,
178,08/2011,good,7452,8100,,,,,,,,
178,09/2011,NA,NA,8100,,,,,,,,
178,10/2011,good,7938,8100,,,,,,,,
178,11/2011,good,7614,8100,,,,,,,,
178,12/2011,good,7776,8100,,,,,,,,
178,01/2012,NA,NA,8100,,,,,,,,
178,02/2012,NA,NA,8100,,,,,,,,
178,03/2012,NA,NA,8100,,,,,,,,
178,04/2012,NA,NA,8100,,,,,,,,
178,05/2012,good,8019,8100,,,,,,,,
178,06/2012,good,7857,8100,,,,,,,,
178,07/2012,NA,NA,8100,,,,,,,,
178,08/2012,good,7614,8100,,,,,,,,
178,09/2012,NA,NA,8100,,,,,,,,
178,01/2013,NA,NA,8100,,,,,,,,
178,06/2013,good,8019,8100,,,,,,,,
178,02/0214,good,7938,8100,,,,,,,,
178,03/2014,good,7938,8100,,,,,,,,
178,04/2014,good,7938,8100,,,,,,,,
178,06/2014,good,7371,8100,,,,,,,,
178,05/2015,good,7857,8100,,,,,,,,
178,06/2015,NA,NA,8100,,,,,,,,
178,09/2015,bad,3969,8100,,,,,,,,
178,10/2015,bad,3807,8100,,,,,,,,
178,05/2016,NA,NA,8100,,,,,,,,
178,11/2016,good,7857,8100,,,,,,,,
178,03/2017,good,8100,8100,,,,,,,,
178,09/2017,good,7614,8100,,,,,,,,
178,10/2017,good,7452,8100,,,,,,,,
178,04/2018,bad,4212,8100,,,,,,,,
178,06/2019,good,7695,8100,,,,,,,,
178,09/2019,NA,NA,8100,,,,,,,,
178,02/2020,good,8019,8100,,,,,,,,
178,03/2020,NA,NA,8100,,,,,,,,
178,04/2020,NA,NA,8100,,,,,,,,
178,06/2020,NA,NA,8100,,,,,,,,
178,02/2021,good,7857,8100,,,,,,,,
178,08/2021,NA,NA,8100,,,,,,,,
178,02/2022,good,8019,8100,,,,,,,,
178,06/2022,NA,NA,8100,,,,,,,,
178,08/2022,NA,NA,8100,,,,,,,,
178,04/2023,good,8019,8100,,,,,,,,
213,03/2003,NA,NA,8100,,,,,,,,
213,04/2003,NA,NA,8100,,,,,,,,
213,07/2003,NA,NA,8100,,,,,,,,
213,10/2003,NA,NA,8100,,,,,,,,
213,12/2003,poor,6399,8100,,,,,,,,
213,02/2004,poor,6399,8100,,,,,,,,
213,09/2004,poor,6399,8100,,,,,,,,
213,10/2004,poor,6399,8100,,,,,,,,
213,04/2005,NA,NA,8100,,,,,,,,
213,07/2005,NA,NA,8100,,,,,,,,
213,08/2005,NA,NA,8100,,,,,,,,
213,09/2005,bad,5508,8100,,,,,,,,
213,12/2005,NA,NA,8100,,,,,,,,
213,12/2006,NA,NA,8100,,,,,,,,
213,06/2007,poor,6966,8100,,,,,,,,
213,04/2008,poor,6480,8100,,,,,,,,
213,09/2008,bad,4050,8100,,,,,,,,
213,01/2009,NA,NA,8100,,,,,,,,
213,02/2009,NA,NA,8100,,,,,,,,
213,03/2009,NA,NA,8100,,,,,,,,
213,05/2009,NA,NA,8100,,,,,,,,
213,06/2009,NA,NA,8100,,,,,,,,
213,07/2009,NA,NA,8100,,,,,,,,
213,08/2009,bad,4050,8100,,,,,,,,
213,09/2009,bad,4050,8100,,,,,,,,
213,10/2009,bad,4455,8100,,,,,,,,
213,03/2010,NA,NA,8100,,,,,,,,
213,07/2010,bad,4455,8100,,,,,,,,
213,09/2010,NA,NA,8100,,,,,,,,
213,10/2010,NA,NA,8100,,,,,,,,
213,02/2011,NA,NA,8100,,,,,,,,
213,04/2011,NA,NA,8100,,,,,,,,
213,05/2011,NA,NA,8100,,,,,,,,
213,08/2011,bad,2187,8100,,,,,,,,
213,09/2011,bad,4860,8100,,,,,,,,
213,10/2011,bad,5103,8100,,,,,,,,
213,01/2012,NA,NA,8100,,,,,,,,
213,02/2012,good,8100,8100,,,,,,,,
213,03/2012,NA,NA,8100,,,,,,,,
213,05/2012,good,7776,8100,,,,,,,,
213,06/2012,poor,6561,8100,,,,,,,,
213,08/2012,poor,6561,8100,,,,,,,,
213,06/2013,poor,6804,8100,,,,,,,,
213,10/2013,poor,6804,8100,,,,,,,,
213,03/2014,poor,6966,8100,,,,,,,,
213,04/2014,good,7290,8100,,,,,,,,
213,06/2014,poor,6966,8100,,,,,,,,
213,05/2015,poor,7047,8100,,,,,,,,
213,10/2015,bad,3159,8100,,,,,,,,
213,05/2016,NA,NA,8100,,,,,,,,
213,11/2016,poor,6399,8100,,,,,,,,
213,03/2017,good,7290,8100,,,,,,,,
213,09/2017,bad,4617,8100,,,,,,,,
213,10/2017,bad,4617,8100,,,,,,,,
213,03/2018,poor,6885,8100,,,,,,,,
213,04/2018,good,7452,8100,,,,,,,,
213,05/2018,NA,NA,8100,,,,,,,,
213,09/2018,NA,NA,8100,,,,,,,,
213,05/2019,poor,6966,8100,,,,,,,,
213,06/2019,poor,7047,8100,,,,,,,,
213,07/2019,poor,7047,8100,,,,,,,,
213,02/2020,good,7614,8100,,,,,,,,
213,04/2020,NA,NA,8100,,,,,,,,
213,08/2020,poor,6399,8100,,,,,,,,
213,02/2021,poor,6885,8100,,,,,,,,
213,02/2022,good,7452,8100,,,,,,,,
213,06/2022,poor,6399,8100,,,,,,,,
213,07/2022,NA,NA,8100,,,,,,,,
213,04/2023,good,7857,8100,,,,,,,,
170,06/2003,poor,6065.6,7582,FIX THIS IF HAVE TIME ,,,,,,,
170,07/2003,good,7202.9,7582,,,,,,,,
170,10/2003,poor,5989.78,7582,,,,,,,,
170,10/2003,poor,6065.6,7582,,,,,,,,
170,11/2003,poor,6065.6,7582,,,,,,,,
170,12/2003,poor,6368.88,7582,,,,,,,,
170,02/2004,poor,6368.88,7582,,,,,,,,
170,03/2004,NA,NA,7582,,,,,,,,
170,07/2004,NA,NA,7582,,,,,,,,
170,12/2004,good,7051.26,7582,,,,,,,,
170,08/2005,good,7202.9,7582,,,,,,,,
170,09/2005,bad,4170.1,7582,,,,,,,,
170,12/2005,good,7278.72,7582,,,,,,,,
170,03/2006,NA,NA,7582,,,,,,,,
170,05/2006,NA,NA,7582,,,,,,,,
170,06/2006,poor,6065.6,7582,,,,,,,,
170,08/2006,NA,NA,7582,,,,,,,,
170,02/2007,poor,5913.96,7582,,,,,,,,
170,03/2007,NA,NA,7582,,,,,,,,
170,06/2007,poor,6217.24,7582,,,,,,,,
170,02/2008,NA,NA,7582,,,,,,,,
170,04/2008,good,7278.72,7582,,,,,,,,
170,09/2008,poor,6065.6,7582,,,,,,,,
170,11/2008,poor,6065.6,7582,,,,,,,,
170,06/2009,poor,5989.78,7582,,,,,,,,
170,07/2009,poor,6293.06,7582,,,,,,,,
170,08/2009,poor,6520.52,7582,,,,,,,,
170,09/2009,bad,4397.56,7582,,,,,,,,
170,10/2009,poor,5534.86,7582,,,,,,,,
170,06/2010,good,6975.44,7582,,,,,,,,
170,07/2010,poor,6293.06,7582,,,,,,,,
170,09/2010,NA,NA,7582,,,,,,,,
170,10/2010,NA,NA,7582,,,,,,,,
170,11/2010,NA,NA,7582,,,,,,,,
170,04/2011,NA,NA,7582,,,,,,,,
170,05/2011,poor,5989.78,7582,,,,,,,,
170,08/2011,poor,6444.7,7582,box around station is bad,,,,,,,
170,09/2011,poor,6444.7,7582,,,,,,,,
170,10/2011,poor,6520.52,7582,,,,,,,,
170,02/2012,poor,5459.04,7582,,,,,,,,
170,05/2012,good,7202.9,7582,,,,,,,,
170,06/2012,good,7051.26,7582,,,,,,,,
170,08/2012,poor,6217.24,7582,,,,,,,,
170,09/2012,poor,5762.32,7582,,,,,,,,
170,01/2013,good,6899.62,7582,,,,,,,,
170,06/2013,good,7278.72,7582,,,,,,,,
170,02/2014,poor,5913.96,7582,,,,,,,,
170,03/2014,good,7202.9,7582,,,,,,,,
170,04/2014,good,7202.9,7582,,,,,,,,
170,06/2014,bad,4473.38,7582,,,,,,,,
170,09/2015,bad,4473.38,7582,,,,,,,,
170,10/2015,bad,2274.6,7582,box around station is good,,,,,,,
170,05/2016,NA,NA,7582,,,,,,,,
170,11/2016,bad,2653.7,7582,,,,,,,,
170,03/2017,good,6823.8,7582,,,,,,,,
170,09/2017,poor,6293.06,7582,,,,,,,,
170,10/2017,NA,NA,7582,,,,,,,,
170,04/2018,good,6823.8,7582,,,,,,,,
170,05/2018,poor,6217.24,7582,,,,,,,,
170,08/2018,bad,4473.38,7582,,,,,,,,
170,03/2019,good,7202.9,7582,,,,,,,,
170,04/2019,good,7354.54,7582,,,,,,,,
170,05/2019,NA,NA,7582,,,,,,,,
170,06/2019,poor,5383.22,7582,,,,,,,,
170,09/2019,poor,5307.4,7582,,,,,,,,
170,02/2020,poor,6065.6,7582,,,,,,,,
170,03/2020,good,6899.62,7582,,,,,,,,
170,02/2021,poor,5307.4,7582,,,,,,,,
170,02/2022,good,7278.72,7582,,,,,,,,
170,04/2022,good,7051.26,7582,,,,,,,,
170,06/2022,poor,5307.4,7582,,,,,,,,
170,08/2022,poor,5307.4,7582,,,,,,,,
170,04/2023,good,7202.9,7582,,,,,,,,
157,7/2003,NA,NA,7651,,,,,,,,
157,12/2003,bad,0,7651,,,,,,,,
157,02/2004,bad,0,7651,,,,,,,,
157,08/2004,bad,0,7651,,,,,,,,
157,09/2004,bad,0,7651,,,,,,,,
157,10/2004,bad,0,7651,,,,,,,,
157,08/2005,bad,0,7651,,,,,,,,
157,11/2005,bad,0,7651,,,,,,,,
157,12/2005,bad,0,7651,,,,,,,,
157,12/2006,good,7191.94,7651,,,,,,,,
157,02/2007,good,7191.94,7651,,,,,,,,
157,05/2007,poor,6273.82,7651,,,,,,,,
157,06/2007,bad,2754.36,7651,,,,,,,,
157,11/2007,NA,NA,7651,,,,,,,,
157,02/2008,NA,NA,7651,,,,,,,,
157,03/2008,poor,6350.33,7651,,,,,,,,
157,04/2008,NA,NA,7651,,,,,,,,
157,09/2008,bad,2754.36,7651,,,,,,,,
157,03/2009,NA,NA,7651,,,,,,,,
157,06/2009,bad,2754.36,7651,,,,,,,,
157,07/2009,NA,NA,7651,black and white ,,,,,,,
157,10/2009,bad,2754.36,7651,,,,,,,,
157,11/2009,bad,2830.87,7651,,,,,,,,
157,03/2010,good,7038.92,7651,,,,,,,,
157,06/2010,bad,2830.87,7651,,,,,,,,
157,09/2010,bad,2754.36,7651,,,,,,,,
157,02/2011,NA,NA,7651,black and white ,,,,,,,
157,03/2011,NA,NA,7651,black and white ,,,,,,,
157,04/2011,good,6962.41,7651,,,,,,,,
157,09/2011,bad,2754.36,7651,,,,,,,,
157,10/2011,bad,3060.4,7651,,,,,,,,
157,01/2012,NA,NA,7651,,,,,,,,
157,02/2012,bad,3060.4,7651,,,,,,,,
157,04/2012,NA,NA,7651,,,,,,,,
157,05/2012,poor,6579.86,7651,,,,,,,,
157,06/2012,bad,2907.38,7651,,,,,,,,
157,07/2012,bad,2754.36,7651,,,,,,,,
157,04/2013,good,7344.96,7651,,,,,,,,
157,06/2013,bad,3366.44,7651,,,,,,,,
157,10/2013,bad,2218.79,7651,,,,,,,,
157,03/2014,NA,NA,7651,,,,,,,,
157,05/3014,bad,3595.97,7651,,,,,,,,
157,08/2014,bad,1377.18,7651,,,,,,,,
157,04/2015,good,7344.96,7651,,,,,,,,
157,03/2016,good,7574.49,7651,,,,,,,,
157,08/2016,bad,1377.18,7651,,,,,,,,
157,11/2016,NA,NA,7651,,,,,,,,
157,05/2017,bad,3748.99,7651,,,,,,,,
157,10/2017,bad,1224.16,7651,,,,,,,,
157,02/2018,good,6962.41,7651,,,,,,,,
157,06/2018,bad,4514.09,7651,,,,,,,,
157,09/2018,bad,1377.18,7651,,,,,,,,
157,07/2019,bad,2677.85,7651,,,,,,,,
157,08/2019,bad,1224.16,7651,,,,,,,,
157,04/2020,good,7421.47,7651,,,,,,,,
157,10/2020,bad,688.59,7651,,,,,,,,
157,02/2022,good,7344.96,7651,,,,,,,,
157,05/2023,bad,3213.42,7651,,,,,,,,
47,07/2003,NA,NA,3787,,,,,,,,
47,07/2004,NA,NA,3787,,,,,,,,
47,08/2005,bad,2082.85,3787,,,,,,,,
47,12/2005,bad,2082.85,3787,,,,,,,,
47,08/2006,NA,NA,3787,,,,,,,,
47,04/2008,poor,3029.6,3787,,,,,,,,
47,06/2008,NA,NA,3787,,,,,,,,
47,09/2008,poor,3181.08,3787,,,,,,,,
47,06/2009,NA,NA,3787,,,,,,,,
47,08/2009,bad,1893.5,3787,,,,,,,,
47,09/2009,NA,NA,3787,,,,,,,,
47,10/2009,poor,3218.95,3787,,,,,,,,
47,02/2010,NA,NA,3787,,,,,,,,
47,04/2010,poor,3256.82,3787,,,,,,,,
47,07/2010,bad,189.35,3787,,,,,,,,
47,09/2010,NA,NA,3787,,,,,,,,
47,03/2011,good,3673.39,3787,,,,,,,,
47,06/2011,NA,NA,3787,,,,,,,,
47,07/2011,poor,3218.95,3787,,,,,,,,
47,09/2011,NA,NA,3787,,,,,,,,
47,10/2011,poor,3256.82,3787,,,,,,,,
47,01/2012,NA,NA,3787,,,,,,,,
47,05/2012,poor,3256.82,3787,,,,,,,,
47,06/2012,bad,1325.45,3787,,,,,,,,
47,08/2012,bad,1514.8,3787,,,,,,,,
47,06/2013,poor,2953.86,3787,,,,,,,,
47,04/2014,bad,1022.49,3787,,,,,,,,
47,06/2014,bad,1514.8,3787,,,,,,,,
47,08/2015,good,3408.3,3787,,,,,,,,
47,10/2015,good,3484.04,3787,,,,,,,,
47,03/2017,good,3749.13,3787,,,,,,,,
47,09/2017,good,3446.17,3787,,,,,,,,
47,04/2018,good,3597.65,3787,,,,,,,,
47,06/2018,poor,3370.43,3787,,,,,,,,
47,06/2019,poor,3218.95,3787,,,,,,,,
47,10/2019,NA,NA,3787,,,,,,,,
47,02/2020,poor,3256.82,3787,,,,,,,,
47,08/2020,NA,NA,3787,,,,,,,,
47,02/2021,poor,3181.08,3787,,,,,,,,
47,06/2021,poor,2650.9,3787,,,,,,,,
47,02/2022,good,3711.26,3787,,,,,,,,
47,05/2023,good,3749.13,3787,,,,,,,,
247,07/2003,NA,NA,8100,,,,,,,,
247,07/2004,NA,NA,8100,,,,,,,,
247,08/2005,NA,NA,8100,,,,,,,,
247,12/2005,good,8100,8100,,,,,,,,
247,08/2006,NA,NA,8100,,,,,,,,
247,03/2008,NA,NA,8100,,,,,,,,
247,04/2008,NA,NA,8100,,,,,,,,
247,05/2008,NA,NA,8100,,,,,,,,
247,09/2008,poor,6399,8100,,,,,,,,
247,02/2009,poor,6318,8100,,,,,,,,
247,06/2009,good,7776,8100,,,,,,,,
247,08/2009,good,8019,8100,,,,,,,,
247,09/2009,good,7857,8100,,,,,,,,
247,10/2009,good,7938,8100,,,,,,,,
247,04/2010,good,7371,8100,,,,,,,,
247,07/2010,good,7938,8100,,,,,,,,
247,08/2010,NA,NA,8100,,,,,,,,
247,09/2010,poor,6318,8100,,,,,,,,
247,03/2011,NA,NA,8100,,,,,,,,
247,05/2011,good,8100,8100,,,,,,,,
247,06/2011,NA,NA,8100,,,,,,,,
247,07/2011,good,8019,8100,,,,,,,,
247,10/2011,poor,6318,8100,,,,,,,,
247,01/2012,NA,NA,8100,,,,,,,,
247,05/2012,good,8100,8100,,,,,,,,
247,06/2012,good,8100,8100,,,,,,,,
247,07/2012,good,7857,8100,,,,,,,,
247,08/2012,good,7776,8100,,,,,,,,
247,09/2012,good,7776,8100,,,,,,,,
247,01/2013,NA,NA,8100,,,,,,,,
247,06/2013,good,8019,8100,,,,,,,,
247,04/2014,poor,6804,8100,,,,,,,,
247,06/2014,bad,3240,8100,,,,,,,,
247,10/2015,good,7614,8100,,,,,,,,
247,03/2017,good,7695,8100,,,,,,,,
247,09/2017,poor,7128,8100,,,,,,,,
247,04/2018,good,8019,8100,,,,,,,,
247,06/2018,good,7938,8100,,,,,,,,
247,06/2019,good,7938,8100,,,,,,,,
247,02/2020,bad,4455,8100,,,,,,,,
247,02/2021,bad,0,8100,,,,,,,,
247,06/2021,bad,729,8100,,,,,,,,
247,02/2022,bad,0,8100,,,,,,,,
247,05/2021,good,8100,8100,,,,,,,,
140,07/2003,NA,NA,8100,,,,,,,,
140,07/2004,NA,NA,8100,,,,,,,,
140,08/2005,NA,NA,8100,,,,,,,,
140,12/2005,good,7938,8100,,,,,,,,
140,08/2006,NA,NA,8100,,,,,,,,
140,06/2007,bad,4374,8100,,,,,,,,
140,03/2008,NA,NA,8100,,,,,,,,
140,05/2008,bad,4374,8100,,,,,,,,
140,09/2008,poor,5670,8100,,,,,,,,
140,02/2009,good,7533,8100,,,,,,,,
140,06/2009,bad,4212,8100,,,,,,,,
140,09/2009,bad,3240,8100,,,,,,,,
140,10/2009,good,7857,8100,,,,,,,,
140,04/2010,poor,6075,8100,,,,,,,,
140,07/2010,bad,4050,8100,,,,,,,,
140,08/2010,NA,NA,8100,,,,,,,,
140,09/2010,poor,6156,8100,,,,,,,,
140,03/2011,poor,6156,8100,,,,,,,,
140,05/2011,good,7857,8100,,,,,,,,
140,06/2011,NA,NA,8100,,,,,,,,
140,07/2011,bad,3159,8100,,,,,,,,
140,09/2011,NA,NA,8100,,,,,,,,
140,10/2011,poor,6723,8100,,,,,,,,
140,01/2012,NA,NA,8100,,,,,,,,
140,05/2012,bad,3402,8100,,,,,,,,
140,07/2012,NA,NA,8100,,,,,,,,
140,08/2012,poor,7047,8100,,,,,,,,
140,09/2012,bad,3240,8100,,,,,,,,
140,01/2013,bad,4050,8100,,,,,,,,
140,06/2013,poor,6885,8100,,,,,,,,
140,04/2014,good,7938,8100,,,,,,,,
140,06/2014,poor,6966,8100,,,,,,,,
140,10/2015,poor,5670,8100,,,,,,,,
140,03/2017,good,8019,8100,,,,,,,,
140,09/2017,bad,1620,8100,,,,,,,,
140,04/2018,good,7938,8100,,,,,,,,
140,06/2018,poor,6642,8100,,,,,,,,
140,06/2019,poor,6399,8100,,,,,,,,
140,02/2020,good,7857,8100,,,,,,,,
140,02/2021,good,7776,8100,,,,,,,,
140,06/2021,poor,5670,8100,,,,,,,,
140,02/2022,poor,6885,8100,,,,,,,,
140,05/2023,poor,6885,8100,,,,,,,,
187,07/2003,bad,2106,8100,,,,,,,,
187,12/2003,good,7938,8100,,,,,,,,
187,02/3004,good,7938,8100,,,,,,,,
187,07/2004,NA,NA,8100,,,,,,,,
187,08/2004,poor,7047,8100,,,,,,,,
187,09/2004,poor,7047,8100,,,,,,,,
187,10/2004,poor,7047,8100,,,,,,,,
187,05/2005,bad,648,8100,,,,,,,,
187,08/2005,bad,567,8100,,,,,,,,
187,11/2005,good,7614,8100,,,,,,,,
187,12/2005,bad,243,8100,,,,,,,,
187,05/2006,good,7533,8100,,,,,,,,
187,08/2006,good,7695,8100,,,,,,,,
187,02/2007,NA,NA,8100,,,,,,,,
187,06/2007,bad,405,8100,,,,,,,,
187,12/2007,NA,NA,8100,,,,,,,,
187,03/2008,good,7776,8100,,,,,,,,
187,04/2008,NA,NA,8100,,,,,,,,
187,05/2008,good,7776,8100,,,,,,,,
187,09/2008,poor,6966,8100,,,,,,,,
187,06/2009,poor,6804,8100,,,,,,,,
187,07/2009,NA,NA,8100,,,,,,,,
187,10/2009,poor,6885,8100,,,,,,,,
187,10/2009,NA,NA,8100,,,,,,,,
187,01/2010,NA,NA,8100,,,,,,,,
187,03/2010,good,7695,8100,,,,,,,,
187,06/2010,bad,567,8100,,,,,,,,
187,07/2010,NA,NA,8100,,,,,,,,
187,08/2010,bad,3078,8100,,,,,,,,
187,09/2010,bad,567,8100,,,,,,,,
187,02/2011,good,7857,8100,,,,,,,,
187,02/2012,poor,6966,8100,,,,,,,,
187,04/2012,NA,NA,8100,,,,,,,,
187,05/2012,good,7857,8100,,,,,,,,
187,04/2013,good,8019,8100,,,,,,,,
187,06/2013,bad,567,8100,,,,,,,,
187,05/2014,bad,648,8100,,,,,,,,
187,08/2014,bad,4617,8100,,,,,,,,
187,03/2015,good,8019,8100,,,,,,,,
187,04/2015,good,7857,8100,,,,,,,,
187,03/2016,good,8019,8100,,,,,,,,
187,08/2016,bad,972,8100,,,,,,,,
187,05/2017,bad,3078,8100,,,,,,,,
187,06/2017,bad,2916,8100,,,,,,,,
187,10/2017,NA,NA,8100,,,,,,,,
187,02/2018,good,8100,8100,,,,,,,,
187,06/2018,bad,0,8100,,,,,,,,
187,09/2018,bad,4050,8100,,,,,,,,
187,07/2019,bad,3240,8100,,,,,,,,
187,08/2019,NA,NA,8100,,,,,,,,
187,10/2020,poor,5670,8100,,,,,,,,
187,02/2021,good,7938,8100,,,,,,,,
187,02/2022,good,8100,8100,,,,,,,,
144,07/2004,NA,NA,8100,,,,,,,,
144,08/2004,good,7533,8100,,,,,,,,
144,09/2004,good,7533,8100,,,,,,,,
144,10/2004,good,8019,8100,,,,,,,,
144,08/2005,good,7533,8100,,,,,,,,
144,12/2005,good,7452,8100,,,,,,,,
144,08/2006,good,7533,8100,,,,,,,,
144,06/2007,good,7452,8100,,,,,,,,
144,12/2007,NA,NA,8100,,,,,,,,
144,05/2008,good,7452,8100,,,,,,,,
144,10/2008,NA,NA,8100,,,,,,,,
144,11/2008,NA,NA,8100,,,,,,,,
144,12/2008,NA,NA,8100,,,,,,,,
144,06/2009,good,7938,8100,,,,,,,,
144,07/2009,NA,NA,8100,,,,,,,,
144,10/2009,good,7452,8100,,,,,,,,
144,11/2009,NA,NA,8100,,,,,,,,
144,03/2010,good,7938,8100,,,,,,,,
144,06/2010,good,7857,8100,,,,,,,,
144,08/2010,good,7371,8100,,,,,,,,
144,09/2010,NA,NA,8100,,,,,,,,
144,10/2011,good,7290,8100,,,,,,,,
144,11/2011,good,7695,8100,,,,,,,,
144,02/2013,good,7290,8100,,,,,,,,
144,04/2012,good,7695,8100,,,,,,,,
144,05/2012,good,7857,8100,,,,,,,,
144,04/2013,good,7857,8100,,,,,,,,
144,06/2013,good,7614,8100,,,,,,,,
144,10/2013,poor,7128,8100,,,,,,,,
144,09/2014,NA,NA,8100,,,,,,,,
144,01/2015,good,7857,8100,,,,,,,,
144,03/2015,good,7776,8100,,,,,,,,
144,07/2016,good,7290,8100,,,,,,,,
144,06/2017,good,7614,8100,,,,,,,,
144,10/2017,poor,7128,8100,,,,,,,,
144,02/2018,good,7938,8100,,,,,,,,
144,06/2018,good,7614,8100,,,,,,,,
144,09/2018,poor,7128,8100,,,,,,,,
144,08/2019,poor,7128,8100,,,,,,,,
144,02/2021,good,8019,8100,,,,,,,,
144,05/2023,good,8019,8100,,,,,,,,
83,09/2003,bad,0,6115,,,,,,,,
83,10/2003,NA,NA,6115,,,,,,,,
83,07/2004,NA,NA,6115,,,,,,,,
83,08/2005,NA,NA,6115,,,,,,,,
83,12/2005,bad,2446,6115,,,,,,,,
83,08/2006,NA,NA,6115,,,,,,,,
83,10/2007,bad,71,6115,green box around station ,,,,,,,
83,11/2007,NA,NA,6115,,,,,,,,
83,12/2007,NA,NA,6115,,,,,,,,
83,02/2008,NA,NA,6115,,,,,,,,
83,08/2008,bad,71,6115,green box around station ,,,,,,,
83,01/2009,NA,NA,6115,,,,,,,,
83,06/2009,poor,4525.1,6115,,,,,,,,
83,10/2009,NA,NA,6115,,,,,,,,
83,11/2009,NA,NA,6115,,,,,,,,
83,12/2009,good,6115,6115,,,,,,,,
83,03/2010,good,6115,6115,,,,,,,,
83,07/2010,bad,3240.95,6115,,,,,,,,
83,09/2010,bad,0,6115,,,,,,,,
83,11/2010,poor,4586.25,6115,,,,,,,,
83,07/2011,bad,71,6115,green box around station ,,,,,,,
83,10/2011,bad,0,6115,,,,,,,,
83,11/2011,bad,0,6115,,,,,,,,
83,02/2012,poor,4830.85,6115,,,,,,,,
83,05/2012,good,5992.7,6115,,,,,,,,
83,06/2012,NA,NA,6115,,,,,,,,
83,02/2013,good,6115,6115,,,,,,,,
83,04/2013,good,6115,6115,,,,,,,,
83,10/2013,bad,71,6115,,,,,,,,
83,03/2015,good,6115,6115,,,,,,,,
83,05/2015,bad,611.5,6115,,,,,,,,
83,06/2015,bad,0,6115,,,,,,,,
83,02/2016,good,6115,6115,,,,,,,,
83,03/2016,good,6115,6115,,,,,,,,
83,07/2016,good,88,6115,green box around station ,,,,,,,
83,05/2017,bad,88,6115,green box around station ,,,,,,,
83,06/2017,bad,2751.75,6115,,,,,,,,
83,10/2017,bad,88,6115,green box around station ,,,,,,,
83,02/2018,good,6115,6115,,,,,,,,
83,09/2018,bad,88,6115,green box around station ,,,,,,,
83,07/2019,bad,122.3,6115,,,,,,,,
83,09/2020,NA,NA,6115,,,,,,,,
83,02/2021,good,6115,6115,,,,,,,,
83,04/2021,good,6115,6115,,,,,,,,
83,05/2023,good,6053.85,6115,,,,,,,,
158,07/2004,poor,6205.91,7477,,,,,,,,
158,03/2005,good,7477,7477,,,,,,,,
158,12/2005,good,7402.23,7477,,,,,,,,
158,08/2006,NA,NA,7477,,,,,,,,
158,12/2007,NA,NA,7477,,,,,,,,
158,05/2008,NA,NA,7477,,,,,,,,
158,03/2009,good,7477,7477,,,,,,,,
